Title,Locations,Fun facts,Production company,Distributor,Director,Writer,Actor 1,Actor 2,Actor 3,Longitude,Latitude,Analysis neighborhood,Imdb_id,Year,Kind,Genres,Plot,Language,Country,Certificates,Runtime,Awards,Imdb_rating,Imdb_votes,Metascore,Box_office,Poster,Rt_score,Metacritic_score
Magnum Force,Golden Gate Bridge,"With 23 miles of ladders and 300,000 rivets in each tower, the Golden Gate Bridge was the world's longest span when it opened in 1937.",The Malpaso Company,Warner Bros. Pictures,Ted Post,John Milius,Clint Eastwood,Hal Holbrook,Mitchell Ryan,-122.4785598,37.8199109,,tt0070355,1973,movie,"Action, Crime, Mystery","San Francisco Police Inspector ""Dirty"" Harry Callahan (Clint Eastwood) and his new partner, Earlington ""Early"" Smith (Felton Perry) have been temporarily reassigned from Homicide to Stakeout Duty. Meanwhile, those of the city's criminals who manage to avoid punishment by the courts are nevertheless being killed by unknown assassins. Callahan begins to investigate the murders despite orders from his superior officer, Lieutenant Neil Briggs (Hal Holbrook). A man has to know his limitations.",English,United States,R,124,2 nominations total,7.2,69960,58,"$39,768,000 ",https://m.media-amazon.com/images/M/MV5BOWM5NWMyOTctYWNmZi00ZDU2LWI1Y2ItOGQ0NmM3ZjEzYWRmXkEyXkFqcGc@._V1_SX300.jpg,69%,58/100
Terminator Genisys,Embarcadero between Pier 2 and Harrison,,T5 Productions LLC,Paramount Pictures,Alan Taylor,James Cameron,Arnold Schwarzenegger,Jason Clarke,,-122.4062452,37.8073134,North Beach,tt1340138,2015,movie,"Action, Adventure, Sci-Fi","When John Connor, leader of the human resistance, sends Sgt. Kyle Reese back to 1984 to protect Sarah Connor and safeguard the future, an unexpected turn of events creates a fractured time-line. Now, Sgt. Reese finds himself in a new and unfamiliar version of the past, where he is faced with unlikely allies, including the Guardian, dangerous new enemies, and an unexpected new mission: To reset the future.",English,"United States, Canada",PG-13,126,9 nominations total,6.3,305926,38,"$89,760,956 ",https://m.media-amazon.com/images/M/MV5BMjM1NTc0NzE4OF5BMl5BanBnXkFtZTgwNDkyNjQ1NTE@._V1_SX300.jpg,26%,38/100
Sense8,Castle between Union and Green,,"Unpronounceable Productions, LLC",Netflix,Wachowski Siblings,"J. Michael Straczynski, Wachowiski Siblings",Jamie Clayton,Daryl Hannah,Naveen Andrews,-122.3756118,37.7314866,Bayview Hunters Point,tt2431438,2015,series,"Drama, Mystery, Sci-Fi","Sense8 tells the story of eight strangers: Will (Smith), Riley (Middleton), Capheus (Ameen), Sun (Bae), Lito (Silvestre), Kala (Desai), Wolfgang (Riemelt), and Nomi (Clayton). Each individual is from a different culture and part of the world. In the aftermath of a tragic death they all experience through what they perceive as dreams or visions, they suddenly find themselves growing mentally and emotionally connected. While trying to figure how and why this connection happened and what it means, a mysterious man named Jonas tries to help the eight. Meanwhile, another stranger called Whispers attempts to hunt them down, using the same sensate power to gain full access to a sensate's mind (thoughts/sight) after looking into their eyes. Each episode reflects the views of the characters interacting with each other while delving deeper into their backgrounds and what sets them apart and brings them together with the others.",English,United States,TV-MA,60,Nominated for 2 Primetime Emmys. 3 wins & 17 nominations total,8.2,170731,,,https://m.media-amazon.com/images/M/MV5BMjA4MTEyMzcwMl5BMl5BanBnXkFtZTgwMTIwODczNTM@._V1_SX300.jpg,,
The Princess Diaries,Fisherman's Wharf,"Supposedly, Mikhail S. Gorbachev has said that his favorite part of visiting America was touring Fisherman's Wharf.",Walt Disney Pictures,Buena Vista Pictures,Garry Marshall,Gina Wendkos,Julie Andrews,Anne Hathway,,-122.4125282,37.8085771,North Beach,tt0247638,2001,movie,"Comedy, Family, Romance","Mia Thermopolis (Anne Hathaway) is the average teenager - sweet, a little geeky, and pretty much invisible to everyone with the exception of her mother, best friend Lilly (Heather Matarazzo) and Lilly's older brother Michael (Robert Schwartzman). Making it through high school without throwing up is a challenge in itself for Mia, so it doesn't come as welcome news when her estranged grandmother, Queen Clarisse Renaldi (Dame Julie Andrews), shows up out of the blue and calmly informs her that she is in fact the heir to the throne of a European country called Genovia. Suddenly Mia's life is thrown into complete overload. She's being taught about scarves, waves, and pears in order to become a perfect Princess, she gets a makeover and a tough looking, yet sweet bodyguard and limo driver called Joe (Hector Elizondo). Things get out of hand when the media gets a hold of the story and suddenly Mia is thrust into the spotlight in the newspapers and in school. On top of all of that, Mia has a choice to make. She must decide by Genovia's Independence Day Ball whether she longs to relinquish her claim on the throne or to become the Princess and heir to the throne her father, Philippe Renaldi (Rene Auberjonois), and grandmother want her to be.","English, Dutch, Italian","United States, United Kingdom",G,115,3 wins & 11 nominations total,6.4,177641,52,"$108,248,956 ",https://m.media-amazon.com/images/M/MV5BMzNiYWQ4NjUtZjliMS00MTllLWIxNDItNGU1MjBkMTE3ODg1XkEyXkFqcGc@._V1_SX300.jpg,49%,52/100
Sense8,"Westerfeld House, 1198 Fulton St.","In the 1940's, the house became a 14-unit apartment building that housed jazz musicians including John Handy. This location serves as the hideout for the San Francisco-based character Nomi.","Unpronounceable Productions, LLC",Netflix,Wachowski Siblings,"J. Michael Straczynski, Wachowiski Siblings",Jamie Clayton,Daryl Hannah,Naveen Andrews,-122.436447,37.7773209,Western Addition,tt2431438,2015,series,"Drama, Mystery, Sci-Fi","Sense8 tells the story of eight strangers: Will (Smith), Riley (Middleton), Capheus (Ameen), Sun (Bae), Lito (Silvestre), Kala (Desai), Wolfgang (Riemelt), and Nomi (Clayton). Each individual is from a different culture and part of the world. In the aftermath of a tragic death they all experience through what they perceive as dreams or visions, they suddenly find themselves growing mentally and emotionally connected. While trying to figure how and why this connection happened and what it means, a mysterious man named Jonas tries to help the eight. Meanwhile, another stranger called Whispers attempts to hunt them down, using the same sensate power to gain full access to a sensate's mind (thoughts/sight) after looking into their eyes. Each episode reflects the views of the characters interacting with each other while delving deeper into their backgrounds and what sets them apart and brings them together with the others.",English,United States,TV-MA,60,Nominated for 2 Primetime Emmys. 3 wins & 17 nominations total,8.2,170731,,,https://m.media-amazon.com/images/M/MV5BMjA4MTEyMzcwMl5BMl5BanBnXkFtZTgwMTIwODczNTM@._V1_SX300.jpg,,
Jexi,1 Zoe St,,CBS Films Inc.,Lionsgate,"Jon Lucas, Scott Moore","Jon Lucas, Scott Moore",Adam Devine,Alexandra Shipp,Michael Pena,-122.3965071,37.7805207,South of Market,tt9354944,2019,movie,"Comedy, Romance, Sci-Fi","Phil has a major dependency issue - he's addicted to his phone. He has no friends, he has a job writing pop culture ""Top 10"" lists, and his love life is non-existent. But his Facebook status is about to change. When he is forced to upgrade his phone, the latest model comes with an unexpected feature...Jexi - an A.I. life coach, virtual assistant and cheerleader. With her help, Phil begins to get a real life. But as he becomes less dependent on his phone, Jexi's artificial intelligence morphs into a tech nightmare determined to keep Phil all to herself, even if it means ruining his chances of finding success.",English,"United States, Canada",R,84,1 nomination total,6,33250,39,"$6,546,159 ",https://m.media-amazon.com/images/M/MV5BMDI1OGI0YjUtZTc2Mi00YzIxLTlmNWItNzA3OTI2Mjk1YjJjXkEyXkFqcGc@._V1_SX300.jpg,23%,39/100
Crackers,24th Street between Mission Street and Potrero Avenue,,Universal Pictures,Universal Pictures,Louis Malle,Jeffrey Fiskin,Donald Sutherland,Jack Warden,Sean Penn,-122.4184682,37.7522505,Mission,tt0087096,1984,movie,"Adventure, Comedy, Crime","Down-and-out Weslake (Donald Sutherland) was reduced to minding the counter at the San Francisco pawn shop of crusty Garvey (Jack Warden) when he tumbled onto a scheme by some of the boss's disgruntled misfit clients to rob the place. Rather than blow the whistle, however, he insinuates himself as the heist's mastermind. Louis Malle's hilarious remake of I soliti ignoti (1958) co-stars Sean Penn, Wallace Shawn, Christine Baranski, and Professor Irwin Corey.",English,United States,PG,91,2 nominations,5.2,1583,,"$129,268 ",https://m.media-amazon.com/images/M/MV5BZDY2NzQ1NDUtMWI5OS00YmExLTkxZTEtNDRiNTJkMzFhOWU0XkEyXkFqcGc@._V1_SX300.jpg,0%,
Sudden Impact,Ferry Plaza,"Every hour and half-hour, the clock bell atop the Ferry Building chimes portions of the Westminster Quarters.",Warner Bros. Pictures,Warner Bros. Pictures,Clint Eastwood,Harry Julian Fink,Clint Eastwood,Sondra Locke,Pat Hingle,-122.3924358,37.7949305,Financial District/South Beach,tt0086383,1983,movie,"Action, Crime, Thriller","A vicious serial-killer is on the loose in San Francisco and the police trace a link to the small town of San Paulo, which is further down the coast. When Harry Callahan (Clint Eastwood) upsets the press and the Mayor in his usual style, he's shipped out of town to investigate while the heat is on. With the help of his new .44 Magnum handgun, Harry goes on the trail leaving behind the usual trail of dead criminals along the way.",English,United States,R,117,3 nominations total,6.6,51813,52,"$67,642,693 ",https://m.media-amazon.com/images/M/MV5BZDVlNWYxODEtYzRkMi00ODk3LWE4ZTYtMjdiYTFmZGFhZDczXkEyXkFqcGc@._V1_SX300.jpg,51%,52/100
Surface,Jackson Street between Ross and Wentworh,,"Apple Studios, LLC",Apple TV+,"Sam Miller, Kevin Rodney Sullivan, Jennifer Morrison, Tucker Gates","Veronica West, Erica L. Anderson,Tony Saltzman, Glenise Mullins, Leigh Ann Biety, Dan Lee West, Leigh Ann Biety & Raven Jackson, Martín Zimmerman",Gugu Mbatha-Raw,Oliver Jackson-Cohen,Ari Graynor,-122.4052753,37.7856544,Financial District/South Beach,tt13694702,2022,series,"Drama, Mystery, Thriller","A woman's quest to rebuild her life after a suicide attempt, and her struggle to understand all the things that led up to that moment.",English,United States,TV-MA,31,1 nomination total,6.4,8043,,,https://m.media-amazon.com/images/M/MV5BNWZiNTA3NWYtZTY1Ni00ODQ1LWE1ZGMtNzA3YTBiMzNjMGQyXkEyXkFqcGc@._V1_SX300.jpg,,
Copycat,Alta Plaza Park,The park was originally a rock quarry and served as a campground for many survivors of the 1906 earthquake. The site was converted to a park in 1910.,Regency Enterprises,Warner Bros. Pictures,Jon Amiel,Ann Biderman,Sigourney Weaver,Holly Hunter,,-122.4377047,37.791209,Pacific Heights,tt0112722,1995,movie,"Drama, Mystery, Thriller","In San Francisco, the criminal psychologist Helen Hudson is specialized in serial-killers. During a trial, the accused Daryll Lee Cullum kills a police officer and tries to kill her and she becomes agoraphobic. Now Helen lives a reclusive life with her gay friend Andy that helps her. Sometime later, there is a wave of crimes and Detectives M.J. Monahan and Reuben Goetz are investigating the murder cases. Helen identifies that the murderer is copycatting notorious serial-killers and she anonymously contacts the Police Department. After fourteen phone calls, she is identified by the police. Detectives M.J. and Reuben visit her and Helen teams up with them and prepares the profile of the killer that wants to be famous. But soon the copycat killer Peter Foley contacts and stalks Helen and M.J. and Reuben give protection to her. Will they be capable to stop Foley before the next murder?","English, Mandarin",United States,R,123,2 wins & 1 nomination total,6.6,79811,54,"$32,051,917 ",https://m.media-amazon.com/images/M/MV5BY2ZiODRlYWMtOGViYS00ZTNiLTlkMGQtZTAxY2IyMDAzYzU2XkEyXkFqcGc@._V1_SX300.jpg,76%,54/100
Bullitt,Intersection of York & Peralta (Bernal Heights),,Warner Brothers / Seven Arts Seven Arts,Warner Brothers,Peter Yates,Alan R. Trustman,Steve McQueen,Jacqueline Bisset,Robert Vaughn,-122.4061161,37.747013,Bernal Heights,tt0062765,1968,movie,"Action, Crime, Thriller","San Francisco Police Lieutenant Bullitt's tasked by ambitious Walter Chalmers, to guard Johnny Ross, a Chicago mobster who's about to turn evidence against the organisation. Chalmers wants Ross' safety at all cost, or else Bullitt will pay the consequences.",English,United States,M/PG,114,Won 1 Oscar. 8 wins & 9 nominations total,7.4,81318,81,"$511,350 ",https://m.media-amazon.com/images/M/MV5BYTA0ZjRhNjgtYWNlMC00Y2U4LTg1OGEtMTU4NGM1MTRjZGUyXkEyXkFqcGc@._V1_SX300.jpg,98%,81/100
The House on Telegraph Hill,Market Street,,Twentieth Century Fox Film Corp.,Twentieth Century Fox Film Corp.,Robert Wise,Elick Moll,Richard Basehart,Valentina Cortese,William Lundigan,-122.4212203,37.7735081,Mission,tt0043660,1951,movie,"Crime, Drama, Film-Noir","Victoria has survived Nazi concentration by assuming the identity of one who died there. She arrives in San Francisco to see her ""son"" just as the boy's great-aunt dies leaving a lot of money to be inherited. Victoria falls in love with the boy's trustee Alan Spender, and they move into the mansion on Telegraph Hill. Living life in a new identity isn't without its dangers, however.",English,United States,Approved,93,Nominated for 1 Oscar. 1 nomination total,6.9,4025,,,https://m.media-amazon.com/images/M/MV5BOTQ3NWYyNmYtZWViMy00NDgwLTk3MTctOGMzZTYxYzRiMGEyXkEyXkFqcGc@._V1_SX300.jpg,,
Bullitt,"SF General Hospital Center (1001 Potrero Avenue, Potrero Hill)",SF General Hospital is the only Level I Trauma Center serving San Francisco and northern San Mateo County.,Warner Brothers / Seven Arts Seven Arts,Warner Brothers,Peter Yates,Alan R. Trustman,Steve McQueen,Jacqueline Bisset,Robert Vaughn,-122.405629,37.7555919,Mission,tt0062765,1968,movie,"Action, Crime, Thriller","San Francisco Police Lieutenant Bullitt's tasked by ambitious Walter Chalmers, to guard Johnny Ross, a Chicago mobster who's about to turn evidence against the organisation. Chalmers wants Ross' safety at all cost, or else Bullitt will pay the consequences.",English,United States,M/PG,114,Won 1 Oscar. 8 wins & 9 nominations total,7.4,81318,81,"$511,350 ",https://m.media-amazon.com/images/M/MV5BYTA0ZjRhNjgtYWNlMC00Y2U4LTg1OGEtMTU4NGM1MTRjZGUyXkEyXkFqcGc@._V1_SX300.jpg,98%,81/100
